Title	Author	DOI	Link DOI	ACM	IEEE	SCOPUS
jsummarizer an automatic generator of natural language summaries for java classes	L. Moreno; A. Marcus; L. Pollock; K. Vijay-Shanker	10.1109/ICPC.2013.6613855	https://doi.org/10.1109/ICPC.2013.6613855		https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6613855	https://www.scopus.com/inward/record.url?eid=2-s2.0-84885978447&partnerID=40&md5=9012672ef8f0e7d1085b6edc5f308d04
jtourbus simplifying program understanding by documentation that provides tours through the source code	C. Oezbek; L. Prechelt	10.1109/ICSM.2007.4362619	https://doi.org/10.1109/ICSM.2007.4362619		https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4362619	https://www.scopus.com/inward/record.url?eid=2-s2.0-47349094648&partnerID=40&md5=093fbe3464f2a1fbb9f74663e53d8e7f
keada identifying key classes in software systems using dynamic analysis and entropybased metrics	Wang, L., Du, X., Jiang, B., Pan, W., Ming, H., Liu, D.	10.3390/e24050652	https://doi.org/10.3390/e24050652			https://www.scopus.com/inward/record.url?eid=2-s2.0-85132599736&partnerID=40&md5=3f4c62a70baddc33c7df69c66287b7d9
kernelgraph understanding the kernel in a graph	Shi, J., Ji, W., Zhang, J., Gao, Z., Wang, Y., Shi, F.	10.1177/1473871617743239	https://doi.org/10.1177/1473871617743239			https://www.scopus.com/inward/record.url?eid=2-s2.0-85041636423&partnerID=40&md5=7cf10d0028b37606487e1b248dbb0a6e
key classes in objectoriented systems detection and assessment	Do Nascimento Vale, L., De Almeida Maia, M.	10.1142/S0218194019500451	https://doi.org/10.1142/S0218194019500451			https://www.scopus.com/inward/record.url?eid=2-s2.0-85074453452&partnerID=40&md5=3ac9993f2a0fd8e24ab6bf1f2c96dca5
key elements extraction and traces comprehension using gestalt theory and the helmholtz principle	R. Khoury; L. Shi; A. Hamou-Lhadj	10.1109/ICSME.2016.24	https://doi.org/10.1109/ICSME.2016.24		https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7816498	
keywordbased source code summarization | 基于关键词的代码自动摘要	Zhang, S., Xie, R., Ye, W., Hen, L.	10.7544/issn1000-1239.2020.20190179	https://doi.org/10.7544/issn1000-1239.2020.20190179			https://www.scopus.com/inward/record.url?eid=2-s2.0-85091298393&partnerID=40&md5=a8f6836ada9ff822503036a675bfcf45
keywords guided method name generation	F. Ge; L. Kuang	10.1109/ICPC52881.2021.00027	https://doi.org/10.1109/ICPC52881.2021.00027		https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463019	https://www.scopus.com/inward/record.url?eid=2-s2.0-85113196338&partnerID=40&md5=53285aeffe266c2cecb0544cdaf39b39
kieker continuous monitoring and on demand visualization of java software behavior	Rohr, M., Van Hoorn, A., Matevska, J., Sommer, N., Stoever, L., Giesecke, S., Hasselbring, W.		https://doi.org/			https://www.scopus.com/inward/record.url?eid=2-s2.0-62849094955&partnerID=40&md5=576863c5e6fb8cee4e8d8afe9949cfdb
kismet parallel speedup estimates for serial programs	Jeon, D., Garcia, S., Louie, C., Taylor, M.B.	10.1145/2048066.2048108	https://doi.org/10.1145/2048066.2048108			https://www.scopus.com/inward/record.url?eid=2-s2.0-81455154902&partnerID=40&md5=292fcd749edc45fa89defd342a813bb2
knowledge base program understanding via augmented plan transition networks	Mohammad Hassan Shafazand, John C. Thompson	10.5555/917851	https://doi.org/10.5555/917851	https://dl.acm.org/doi/book/10.5555/917851		
knowledge transfer from research to industry a survey on program comprehension	Ivonne von Nostitz-Wallwitz, Jacob Krüger, Janet Siegmund, Thomas Leich	10.1145/3183440.3194980	https://doi.org/10.1145/3183440.3194980	https://dl.acm.org/doi/10.1145/3183440.3194980		
knowledgebase semantic gap analysis for the vulnerability detection	Wu, R., Seki, K., Sakamoto, R., Hisada, M.	10.1007/978-3-642-13365-7_27	https://doi.org/10.1007/978-3-642-13365-7_27			https://www.scopus.com/inward/record.url?eid=2-s2.0-77957966543&partnerID=40&md5=89a9b75a66d97f7c94fee157b5287167
knowledgebased approach to the analysis of code and program design language (pdl)	Das, Bikas K.		https://doi.org/			https://www.scopus.com/inward/record.url?eid=2-s2.0-0024884275&partnerID=40&md5=b8e058c0a15bbe18162812a7a871ed4a
kscope a javabased fortran source code analyzer with graphical user interface for performance improvement	Terai, M., Murai, H., Minami, K., Yokokawa, M., Tomiyama, E.	10.1109/ICPPW.2012.61	https://doi.org/10.1109/ICPPW.2012.61			https://www.scopus.com/inward/record.url?eid=2-s2.0-84871153397&partnerID=40&md5=98698058a565be49d0d6263cf5bdc196
labeling featureoriented software clusters for software visualization application	K. Yano; A. Matsuo	10.1109/APSEC.2015.32	https://doi.org/10.1109/APSEC.2015.32		https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7467321	https://www.scopus.com/inward/record.url?eid=2-s2.0-84974711028&partnerID=40&md5=febc33d83c2da23225dd6c85ee1e5151
labeling source code with information retrieval methods an empirical study	Andrea Lucia, Massimiliano Penta, Rocco Oliveto, Annibale Panichella, Sebastiano Panichella	10.1007/s10664-013-9285-5	https://doi.org/10.1007/s10664-013-9285-5	https://dl.acm.org/doi/10.1007/s10664-013-9285-5		https://www.scopus.com/inward/record.url?eid=2-s2.0-84907590620&partnerID=40&md5=21ffacd5c84908234d8f8f64e1d58f13
labeling source code with metadata a survey and taxonomy	Sulir, M., Poruban, J.	10.15439/2017F229	https://doi.org/10.15439/2017F229			https://www.scopus.com/inward/record.url?eid=2-s2.0-85038020139&partnerID=40&md5=655135056554ef850c80bf3fde82af66
labviews code style and optimization	Hongmin Wang; Kongqi Li; Dandan Li	10.1109/MIC.2013.6758239	https://doi.org/10.1109/MIC.2013.6758239		https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6758239	
lack of conceptual cohesion of methods a new alternative to lack of cohesion of methods	Jain, V., Gupta, A.	10.1145/2723742.2723753	https://doi.org/10.1145/2723742.2723753			https://www.scopus.com/inward/record.url?eid=2-s2.0-84955513493&partnerID=40&md5=e3a631d7aa6c72cd5ea67db27e96ee03
lackwit a program understanding tool based on type inference	Robert O'Callahan, Daniel Jackson	10.1145/253228.253351	https://doi.org/10.1145/253228.253351	https://dl.acm.org/doi/10.1145/253228.253351	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=610284	https://www.scopus.com/inward/record.url?eid=2-s2.0-0030615469&partnerID=40&md5=cda9adb921c6d51c7804ebde30f58011
landfill an open dataset of code smells with public evaluation	Palomba, F., Di Nucci, D., Tufano, M., Bavota, G., Oliveto, R., Poshyvanyk, D., De Lucia, A.	10.1109/MSR.2015.69	https://doi.org/10.1109/MSR.2015.69			https://www.scopus.com/inward/record.url?eid=2-s2.0-84957047391&partnerID=40&md5=c84f4b3abed040c5d4a9302f221c932c
language extensions in support of compiler parallelization	Shirako, J., Kasahara, H., Sarkar, V.	10.1007/978-3-540-85261-2_6	https://doi.org/10.1007/978-3-540-85261-2_6			https://www.scopus.com/inward/record.url?eid=2-s2.0-54249155210&partnerID=40&md5=062441c6639708662b355423321be6b4
language support for service interactions in serviceoriented architecture	De Labey, S., Boydens, J., Steegmans, E.	10.1007/978-3-642-14819-4_6	https://doi.org/10.1007/978-3-642-14819-4_6			https://www.scopus.com/inward/record.url?eid=2-s2.0-78650748533&partnerID=40&md5=35229cec0b564cc1651dec16c85b6ad3
languageindependent information flow tracking engine for program comprehension tools	Mohammad Reza Azadmanesh, Matthias Hauswirth, Michael L. Van De Vanter	10.1109/ICPC.2017.5	https://doi.org/10.1109/ICPC.2017.5	https://dl.acm.org/doi/10.1109/ICPC.2017.5	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7961535	https://www.scopus.com/inward/record.url?eid=2-s2.0-85025134546&partnerID=40&md5=ef23702be0dafc35a82fb81385b3e9e5
languages & visualizations to enable effective end user programming	Jane Hoffswell	10.1145/3290607.3299067	https://doi.org/10.1145/3290607.3299067	https://dl.acm.org/doi/10.1145/3290607.3299067		
languages &amp; visualizations to enable effective end user programming	Hoffswell, J.	10.1145/3290607.3299067	https://doi.org/10.1145/3290607.3299067			https://www.scopus.com/inward/record.url?eid=2-s2.0-85067285770&partnerID=40&md5=bd1ed0d8ce25173e8828c01937f1aed9
lascad languageagnostic software categorization and similar application detection	Altarawy, D., Shahin, H., Mohammed, A., Meng, N.	10.1016/j.jss.2018.04.018	https://doi.org/10.1016/j.jss.2018.04.018			https://www.scopus.com/inward/record.url?eid=2-s2.0-85045576612&partnerID=40&md5=adcb17404670e71b422f358beaa83648
lattice codes for the computeandforward protocol the flatness factor	Belfiore, J.-C.	10.1109/ITW.2011.6089376	https://doi.org/10.1109/ITW.2011.6089376			https://www.scopus.com/inward/record.url?eid=2-s2.0-83655191144&partnerID=40&md5=ca1c7e1b85308cdf3bcad1b25b100536
layered explanations of software a methodology for program comprehension	V. Rajlich; J. Doran; R. T. S. Gudla	10.1109/WPC.1994.341248	https://doi.org/10.1109/WPC.1994.341248		https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=341248	
layered program auralization using music to increase runtime program comprehension and debugging effectiveness	Andreas Stefik, Kelly Fitz, Roger Alexander	10.1109/ICPC.2006.33	https://doi.org/10.1109/ICPC.2006.33	https://dl.acm.org/doi/10.1109/ICPC.2006.33	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1631110	
lazy symbolic evaluation and its path constraints solution	Meng-Xiang, L., Yin-Li, C., Kai, Y., Guo-Shi, W.	10.1109/IWAST.2009.5069044	https://doi.org/10.1109/IWAST.2009.5069044			https://www.scopus.com/inward/record.url?eid=2-s2.0-70349681063&partnerID=40&md5=80ab439802996b31c9f622bff2641683
lazy symbolic execution for test data generation	Lin, M.X., Chen, Y.L., Yu, K., Wu, G.S.	10.1049/iet-sen.2010.0029	https://doi.org/10.1049/iet-sen.2010.0029			https://www.scopus.com/inward/record.url?eid=2-s2.0-79959876975&partnerID=40&md5=5284d3ad922d34daf3d8baa12af0b944
ldpc code design aspects for physicallayer key reconciliation	Islam, N., Graur, O., Filip, A., Henkel, W.	10.1109/GLOCOM.2014.7417119	https://doi.org/10.1109/GLOCOM.2014.7417119			https://www.scopus.com/inward/record.url?eid=2-s2.0-84964902033&partnerID=40&md5=a0aee736e859433c74d1c426ea8c8a5f
ldpc code designs based on √i matrices	Srinivasa, S.G.	10.1109/ITA.2014.6804247	https://doi.org/10.1109/ITA.2014.6804247			https://www.scopus.com/inward/record.url?eid=2-s2.0-84901236120&partnerID=40&md5=27a382b5573851fbfde54f072bae1f28
leap lightweight deterministic multiprocessor replay of concurrent java programs	Huang, J., Liu, P., Zhang, C.	10.1145/1882291.1882323	https://doi.org/10.1145/1882291.1882323			https://www.scopus.com/inward/record.url?eid=2-s2.0-78751520356&partnerID=40&md5=0d98e6c9b2bbda074b603a3e8de18e10
learning a classifier for false positive error reports emitted by static code analysis tools	Koc, U., Saadatpanah, P., Foster, J.S., Porter, A.A.	10.1145/3088525.3088675	https://doi.org/10.1145/3088525.3088675			https://www.scopus.com/inward/record.url?eid=2-s2.0-85029684710&partnerID=40&md5=563942abc4036ef85f61ebfbefa97d2e
learning a classifier for prediction of maintainability based on static analysis tools	Markus Schnappinger, Mohd Hafeez Osman, Alexander Pretschner, Arnaud Fietzke	10.1109/ICPC.2019.00043	https://doi.org/10.1109/ICPC.2019.00043	https://dl.acm.org/doi/10.1109/ICPC.2019.00043	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8813252	https://www.scopus.com/inward/record.url?eid=2-s2.0-85072319546&partnerID=40&md5=d0bc6a0ed98dfb70c337673edf027e46
learning a metric for code readability	Raymond P. L. Buse, Westley R. Weimer	10.1109/TSE.2009.70	https://doi.org/10.1109/TSE.2009.70	https://dl.acm.org/doi/10.1109/TSE.2009.70	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5332232	https://www.scopus.com/inward/record.url?eid=2-s2.0-77955427208&partnerID=40&md5=e48cb5fc658537fb8cae5d7b492613a0
learning and evaluating contextual embedding of source code	Kanade, A., Maniatis, P., Balakrishnan, G., Shi, K.		https://doi.org/			https://www.scopus.com/inward/record.url?eid=2-s2.0-85105185862&partnerID=40&md5=54bef150bb03ae05eca33e747e13700b
learning graph structure with a finitestate automaton layer	Johnson, D.D., Larochelle, H., Tarlow, D.		https://doi.org/			https://www.scopus.com/inward/record.url?eid=2-s2.0-85106986542&partnerID=40&md5=c00a51d8ee51de2a0bd3e5c2ab56213c
learning lexical features of programming languages from imagery using convolutional neural networks	Ott, J., Atchison, A., Harnack, P., Best, N., Anderson, H., Firmani, C., Linstead, E.	10.1145/3196321.3196359	https://doi.org/10.1145/3196321.3196359			https://www.scopus.com/inward/record.url?eid=2-s2.0-85051665692&partnerID=40&md5=08d01e89c299eadb214e2024b85032aa
learning register automata from languages to program structures	Isberner, M., Howar, F., Steffen, B.	10.1007/s10994-013-5419-7	https://doi.org/10.1007/s10994-013-5419-7			https://www.scopus.com/inward/record.url?eid=2-s2.0-84903881770&partnerID=40&md5=a3f9827dc8dc68c22c0739f45d0e5c1d
learning to execute programs with instruction pointer attention graph neural networks	Bieber, D., Sutton, C., Larochelle, H., Tarlow, D.		https://doi.org/			https://www.scopus.com/inward/record.url?eid=2-s2.0-85102809929&partnerID=40&md5=5b6d78a4e00650185a5d1aa9642646b7
learning to generate pseudocode from source code using statistical machine translation	Oda, Y., Fudaba, H., Neubig, G., Hata, H., Sakti, S., Toda, T., Nakamura, S.	10.1109/ASE.2015.36	https://doi.org/10.1109/ASE.2015.36			https://www.scopus.com/inward/record.url?eid=2-s2.0-84963865353&partnerID=40&md5=15fe1b493de096dd86b88fa9fd370f98
learning to infer and execute 3d shape programs	Tian, Y., Luo, A., Sun, X., Ellis, K., Freeman, W.T., Tenenbaum, J.B., Wu, J.		https://doi.org/			https://www.scopus.com/inward/record.url?eid=2-s2.0-85083953769&partnerID=40&md5=cbfe3016d3b646c5f9696912bcf53f69
learning to learn programs from examples going beyond program structure	Kevin Ellis, Sumit Gulwani	10.5555/3172077.3172115	https://doi.org/10.5555/3172077.3172115	https://dl.acm.org/doi/10.5555/3172077.3172115		https://www.scopus.com/inward/record.url?eid=2-s2.0-85031918692&partnerID=40&md5=1b5ce238d5a09ac08b8460a7b9a658de
learning to rank extract method refactoring suggestions for long methods	Haas, R., Hummel, B.	10.1007/978-3-319-49421-0_4	https://doi.org/10.1007/978-3-319-49421-0_4			https://www.scopus.com/inward/record.url?eid=2-s2.0-85010207100&partnerID=40&md5=4b13ff527e1fc8ec6f8d3c50d42ffb56
learning to represent programs with graphs	Allamanis, M., Brockschmidt, M., Khademi, M.		https://doi.org/			https://www.scopus.com/inward/record.url?eid=2-s2.0-85083951710&partnerID=40&md5=db31acc270c475e5034bdd2dae64f154
learning unified features from natural and programming languages for locating buggy source code	Huo, X., Li, M., Zhou, Z.-H.		https://doi.org/			https://www.scopus.com/inward/record.url?eid=2-s2.0-85006086025&partnerID=40&md5=b147b855ae4a4cc284ace369210dce34
legacy software reverseengineering and comprehension by interpretations	Dugerdil, P.		https://doi.org/			https://www.scopus.com/inward/record.url?eid=2-s2.0-38049115064&partnerID=40&md5=78e06411fd9974d6bdacfbe0f5f5c54f
lessons from a domainbased reengineering effort	Jean-Marc DeBaud	10.5555/525595.836956	https://doi.org/10.5555/525595.836956	https://dl.acm.org/doi/10.5555/525595.836956		
lessons learned from programmers experiences with oneway constraints	Vander Zanden, B.T., Halterman, R., Myers, B.A., Miller, R., Szekely, P., Giuse, D.A., Kosbie, D., McDaniel, R.	10.1002/spe.671	https://doi.org/10.1002/spe.671			https://www.scopus.com/inward/record.url?eid=2-s2.0-27544477319&partnerID=40&md5=f1f90d5ba1b6a38e80c4187b31214cd6
let’s ask students about their programs, automatically	T. Lehtinen; A. L. Santos; J. Sorva	10.1109/ICPC52881.2021.00054	https://doi.org/10.1109/ICPC52881.2021.00054		https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463046	
lets ask students about their programs, automatically	Lehtinen, T., Santos, A.L., Sorva, J.	10.1109/ICPC52881.2021.00054	https://doi.org/10.1109/ICPC52881.2021.00054			https://www.scopus.com/inward/record.url?eid=2-s2.0-85113243791&partnerID=40&md5=857100278fbf7e63f790a00b017c47a6
letting future programmers experience performancerelated tasks	Bednárek, D., Kruliš, M., Yaghob, J.	10.1016/j.jpdc.2021.04.014	https://doi.org/10.1016/j.jpdc.2021.04.014			https://www.scopus.com/inward/record.url?eid=2-s2.0-85105709161&partnerID=40&md5=d6fc15c1535604387a24eff380a059e5
leveraging compiler optimization for code clone detection	Singh, S., Singhal, H., Mishra, B.	10.18293/SEKE2021-032	https://doi.org/10.18293/SEKE2021-032			https://www.scopus.com/inward/record.url?eid=2-s2.0-85114274185&partnerID=40&md5=d37185c504d786259a82979adce7703c
lexical categories for source code identifiers	C. D. Newman; R. S. AlSuhaibani; M. L. Collard; J. I. Maletic	10.1109/SANER.2017.7884624	https://doi.org/10.1109/SANER.2017.7884624		https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7884624	https://www.scopus.com/inward/record.url?eid=2-s2.0-85018376563&partnerID=40&md5=2a25e3f8fc8adee71ab936572082ea8e
libraries and tools for objectoriented distributed automation software	Pirklbauer, K., Plosch, R., Weinreich, R.		https://doi.org/			https://www.scopus.com/inward/record.url?eid=2-s2.0-0027816414&partnerID=40&md5=a13025edba8489140b30c68f242c2c4b
lightweight extraction of object models from bytecode	Daniel Jackson, Allison Waingold	10.1109/32.908960	https://doi.org/10.1109/32.908960	https://dl.acm.org/doi/10.1109/32.908960		https://www.scopus.com/inward/record.url?eid=2-s2.0-0035249574&partnerID=40&md5=3e978f58e6b56eb8d63f82044ef3e482
lightweight fault localization combined with fault context to improve fault absolute rank	Wang, Y., Huang, Z., Li, Y., Fang, B.	10.1007/s11432-017-9112-2	https://doi.org/10.1007/s11432-017-9112-2			https://www.scopus.com/inward/record.url?eid=2-s2.0-85026671352&partnerID=40&md5=44d257a542dc8ec9a373fb7aca9be5a4
lightweight impact analysis using island grammars	Leon Moonen	10.5555/580131.857007	https://doi.org/10.5555/580131.857007	https://dl.acm.org/doi/10.5555/580131.857007		
lightweight structured visualization of assembler control flow based on regular expressions	Toprak, S., Wichmann, A., Schupp, S.	10.1109/VISSOFT.2014.25	https://doi.org/10.1109/VISSOFT.2014.25			https://www.scopus.com/inward/record.url?eid=2-s2.0-84920655822&partnerID=40&md5=785695c3289dc63b7e6486f49c7e9ae5
linguistic antipatterns what they are and how developers perceive them	Arnaoudova, V., Di Penta, M., Antoniol, G.	10.1007/s10664-014-9350-8	https://doi.org/10.1007/s10664-014-9350-8			https://www.scopus.com/inward/record.url?eid=2-s2.0-84955200920&partnerID=40&md5=d3b1c807c693be2dff8258603726bb75
linguistic change in open source software	Tushev, M., Khatiwada, S., Mahmoud, A.	10.1109/ICSME.2019.00045	https://doi.org/10.1109/ICSME.2019.00045			https://www.scopus.com/inward/record.url?eid=2-s2.0-85077183291&partnerID=40&md5=167b15c755569a3070362131d1fbff6d
linguistic documentation of software history	Tushev, M., Mahmoud, A.	10.1145/3387904.3389288	https://doi.org/10.1145/3387904.3389288			https://www.scopus.com/inward/record.url?eid=2-s2.0-85091945160&partnerID=40&md5=c0aa5f284fcb02387bd0b909ae1f7769
linguistic driven refactoring of source code identifiers	Eshkevari, L.M.	10.1109/WCRE.2010.44	https://doi.org/10.1109/WCRE.2010.44			https://www.scopus.com/inward/record.url?eid=2-s2.0-78650659238&partnerID=40&md5=604d639b875f2ed23aa48944c4564e62
linking code readability, structure, and comprehension among novices its complicated	Eliane S. Wiese, Anna N. Rafferty, Armando Fox	10.1109/ICSE-SEET.2019.00017	https://doi.org/10.1109/ICSE-SEET.2019.00017	https://dl.acm.org/doi/10.1109/ICSE-SEET.2019.00017	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8802116	https://www.scopus.com/inward/record.url?eid=2-s2.0-85072113285&partnerID=40&md5=b3e175d2b950e38adc1b21238d944a08
linking unifying theories of program refinement	Hayes, I.J., Dunne, S.E., Meinicke, L.A.	10.1016/j.scico.2012.07.010	https://doi.org/10.1016/j.scico.2012.07.010			https://www.scopus.com/inward/record.url?eid=2-s2.0-84882455112&partnerID=40&md5=53ef555e492e2c0f0ffcb1220090fe7c
linsen an efficient approach to split identifiers and expand abbreviations	Sergio Di Martino, Valerio Maggio, Anna Corazza	10.1109/ICSM.2012.6405277	https://doi.org/10.1109/ICSM.2012.6405277	https://dl.acm.org/doi/10.1109/ICSM.2012.6405277	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6405277	https://www.scopus.com/inward/record.url?eid=2-s2.0-84873153527&partnerID=40&md5=94ff59345eefcfd07a5ed1be9993fd78
live programming in practice a controlled experiment on state machines for robotic behaviors	Campusano, M., Fabry, J., Bergel, A.	10.1016/j.infsof.2018.12.008	https://doi.org/10.1016/j.infsof.2018.12.008			https://www.scopus.com/inward/record.url?eid=2-s2.0-85059460418&partnerID=40&md5=df74bfe39cd5c0d6338d5ba8c2daba63
live trace visualization for comprehending large software landscapes the explorviz approach	Fittkau, F., Waller, J., Wulf, C., Hasselbring, W.	10.1109/VISSOFT.2013.6650536	https://doi.org/10.1109/VISSOFT.2013.6650536			https://www.scopus.com/inward/record.url?eid=2-s2.0-84891548135&partnerID=40&md5=2765374a44068019f9e09bd8c05b709c
live visualization of dynamic software cities with heat map overlays	Krause, A., Hansen, M., Hasselbring, W.	10.1109/VISSOFT52517.2021.00024	https://doi.org/10.1109/VISSOFT52517.2021.00024			https://www.scopus.com/inward/record.url?eid=2-s2.0-85123362219&partnerID=40&md5=c1072d37d06ed92cab2e83ec74645f73
live visualization of gui application code coverage with guitracer	Molnar, A.-J.	10.1109/VISSOFT.2015.7332434	https://doi.org/10.1109/VISSOFT.2015.7332434			https://www.scopus.com/inward/record.url?eid=2-s2.0-84960900917&partnerID=40&md5=11a9f5a5fad84451cf19d1adf4209195
load imbalance aspects in atmosphere simulations	Koziar, C., Reilein, R., Rünger, G.	10.1109/ICPPW.2001.951916	https://doi.org/10.1109/ICPPW.2001.951916			https://www.scopus.com/inward/record.url?eid=2-s2.0-84953746308&partnerID=40&md5=5079fcbdac9224311d4f3755b55fcd00
loaf a framework and infrastructure for creating online adaptive solutions	Jason Mars, Mary Lou Soffa	10.1145/2000417.2000423	https://doi.org/10.1145/2000417.2000423	https://dl.acm.org/doi/10.1145/2000417.2000423		https://www.scopus.com/inward/record.url?eid=2-s2.0-79960272432&partnerID=40&md5=8421e88662902566581dfe6bfd8a4202
locality optimization of stencil applications using data dependency graphs	Orozco, D., Garcia, E., Gao, G.	10.1007/978-3-642-19595-2_6	https://doi.org/10.1007/978-3-642-19595-2_6			https://www.scopus.com/inward/record.url?eid=2-s2.0-79952581921&partnerID=40&md5=9834f9b78f3cda5b4dc51ee2f06a113e
locating and understanding features of complex software systems by synchronizing time, collaboration and codefocused views on execution traces	Johannes Bohnet, Stefan Voigt, Juergen Doellner	10.1109/ICPC.2008.21	https://doi.org/10.1109/ICPC.2008.21	https://dl.acm.org/doi/10.1109/ICPC.2008.21	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4556142	https://www.scopus.com/inward/record.url?eid=2-s2.0-71149088790&partnerID=40&md5=850b63289a1f8462b4021ee8dc2ec789
locating bugs without looking back	Dilshener, T., Wermelinger, M., Yu, Y.	10.1007/s10515-017-0226-1	https://doi.org/10.1007/s10515-017-0226-1			https://www.scopus.com/inward/record.url?eid=2-s2.0-85030839644&partnerID=40&md5=a9eb5507da9c500d62d6bbe08bf81848
locating features in dynamically configured avionics software	M. Ouellet; E. Merlo; N. Sozen; M. Gagnon	10.1109/ICSE.2012.6227068	https://doi.org/10.1109/ICSE.2012.6227068		https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6227068	https://www.scopus.com/inward/record.url?eid=2-s2.0-84864193532&partnerID=40&md5=f7ceafdf51053b8206ca348c5db4a88f
locating features in source code	Thomas Eisenbarth, Rainer Koschke, Daniel Simon	10.1109/TSE.2003.1183929	https://doi.org/10.1109/TSE.2003.1183929	https://dl.acm.org/doi/10.1109/TSE.2003.1183929		https://www.scopus.com/inward/record.url?eid=2-s2.0-0037341520&partnerID=40&md5=8580ba91e793f7773469cfb44bc7b2a8
locating program features using execution slices	W. Eric Wong, Joseph R. Horgan, Swapna S. Gokhale, Kishor S. Trivedi	10.5555/786771.787112	https://doi.org/10.5555/786771.787112	https://dl.acm.org/doi/10.5555/786771.787112		https://www.scopus.com/inward/record.url?eid=2-s2.0-84979767079&partnerID=40&md5=2d4f0da5055d11259690180967aaeb37
locating the meaning of terms in source code research on term introduction	Jan Nonnen, Daniel Speicher, Paul Imhoff	10.1109/WCRE.2011.21	https://doi.org/10.1109/WCRE.2011.21	https://dl.acm.org/doi/10.1109/WCRE.2011.21	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6079832	https://www.scopus.com/inward/record.url?eid=2-s2.0-83455205917&partnerID=40&md5=0f26a757a023cd78b369dacbef17c91e
lock removal for concurrent trace programs	Kahlon, V., Wang, C.	10.1007/978-3-642-31424-7_20	https://doi.org/10.1007/978-3-642-31424-7_20			https://www.scopus.com/inward/record.url?eid=2-s2.0-84864051109&partnerID=40&md5=80ed9135f124da34756ef6a3eeaafa8c
longrange modeling of source code files with ewash extended window access by syntax hierarchy	Clement, C.B., Liu, X., Drain, D., Sundaresan, N., Lu, S., Tufano, M., Duan, N., Svyatkovskiy, A.		https://doi.org/			https://www.scopus.com/inward/record.url?eid=2-s2.0-85127439022&partnerID=40&md5=34b0b5a912bb2e5a49e43f51f937a484
looks can mean achieving understanding eye gaze patterns of proficiency in code comprehension	Jonathan A. Saddler	10.1145/3314111.3322876	https://doi.org/10.1145/3314111.3322876	https://dl.acm.org/doi/10.1145/3314111.3322876		https://www.scopus.com/inward/record.url?eid=2-s2.0-85069501804&partnerID=40&md5=6bd357d508548981678c2a8c7cd206d4
loop invariant generation for nonmonotone loop structures	Hou, C., Wang, J., Chen, C., Shi, K.	10.1109/COMPSAC.2018.00048	https://doi.org/10.1109/COMPSAC.2018.00048			https://www.scopus.com/inward/record.url?eid=2-s2.0-85055437153&partnerID=40&md5=a2c5b31b8260bcc6653f7d7dd6408eb6
lost comments support program comprehension	T. Omori	10.1109/SANER.2017.7884680	https://doi.org/10.1109/SANER.2017.7884680		https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7884680	https://www.scopus.com/inward/record.url?eid=2-s2.0-85018371090&partnerID=40&md5=a2552258d538af5549f8b8859dac066a
lowdensity paritycheck coding for block fading relay channels	Duyck, D., Boutros, J.J., Moeneclaey, M.	10.1109/ITW.2009.5351467	https://doi.org/10.1109/ITW.2009.5351467			https://www.scopus.com/inward/record.url?eid=2-s2.0-76249123541&partnerID=40&md5=217fea5ec4936c103271239cbfd67065
lucasinterpretation on isabelle’s functions	Neuper, W.	10.4204/EPTCS.328.5	https://doi.org/10.4204/EPTCS.328.5			https://www.scopus.com/inward/record.url?eid=2-s2.0-85101292904&partnerID=40&md5=636bbf5bba831a22cd6a08fe8d790011
ludwig2 decoupling program representations from processing models	Pfeiffer Jr., Joseph J.		https://doi.org/			https://www.scopus.com/inward/record.url?eid=2-s2.0-0029483680&partnerID=40&md5=869a4866aee9469bd1ea8db71bb65c65
m3tricity visualizing evolving software &amp; data cities	Ardigo, S., Nagy, C., Minelli, R., Lanza, M.	10.1109/ICSE-Companion55297.2022.9793749	https://doi.org/10.1109/ICSE-Companion55297.2022.9793749			https://www.scopus.com/inward/record.url?eid=2-s2.0-85132384285&partnerID=40&md5=4bbe0fe09cbeddf972af108b2614a9e0
