Title	Author	DOI	Link DOI	ACM	IEEE	SCOPUS
“further critical comments on pascal, particularly as a systems programming language”	Conradi, R.	10.1145/987335.987337	https://doi.org/10.1145/987335.987337			https://www.scopus.com/inward/record.url?eid=2-s2.0-84913266360&partnerID=40&md5=056ba8570d263d78d03662a2d99d11a3
(not) yet another metamodel for traceability	Batot, E.R., Cabot, J., Gerard, S.	10.1109/MODELS-C53483.2021.00125	https://doi.org/10.1109/MODELS-C53483.2021.00125			https://www.scopus.com/inward/record.url?eid=2-s2.0-85124019717&partnerID=40&md5=7dc80a5b2ddb40a7c240bc0f18864304
[journal first] a comparison of program comprehension strategies by blind and sighted programmers	A. Armaly; P. Rodeghero; C. McMillan	10.1145/3180155.3182544	https://doi.org/10.1145/3180155.3182544		https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8453151	
[journal first] does syntax highlighting help programming novices	C. Hannebauer; M. Hesenius; V. Gruhn	10.1145/3180155.3182554	https://doi.org/10.1145/3180155.3182554		https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8453142	
#ifdef directives and program comprehension the dilemma between correctness and preference	W. Fenske; J. Krüger; M. Kanyshkova; S. Schulze	10.1109/ICSME46990.2020.00033	https://doi.org/10.1109/ICSME46990.2020.00033		https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9240651	https://www.scopus.com/inward/record.url?eid=2-s2.0-85096656870&partnerID=40&md5=4c2ff8b9994018be36e0ad6d0788ef6c
10th international workshop on program comprehension		10.1109/WPC.2002.1021302	https://doi.org/10.1109/WPC.2002.1021302		https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1021302	
10th international workshop on program comprehension 2729 june, 2002, paris, france proceedings		10.5555/863629	https://doi.org/10.5555/863629	https://dl.acm.org/doi/book/10.5555/863629		
14th ieee international conference on program comprehension copyright		10.1109/ICPC.2006.1	https://doi.org/10.1109/ICPC.2006.1		https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1631092	
14th ieee international conference on program comprehension cover		10.1109/ICPC.2006.2	https://doi.org/10.1109/ICPC.2006.2		https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1631090	
14th ieee international conference on program comprehension table of contents		10.1109/ICPC.2006.3	https://doi.org/10.1109/ICPC.2006.3		https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1631093	
14th ieee international conference on program comprehension title page		10.1109/ICPC.2006.4	https://doi.org/10.1109/ICPC.2006.4		https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1631091	
15 years of program comprehension	Scott Tilley	10.1109/ICPC.2007.1	https://doi.org/10.1109/ICPC.2007.1	https://dl.acm.org/doi/10.1109/ICPC.2007.1	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4268263	https://www.scopus.com/inward/record.url?eid=2-s2.0-34948838949&partnerID=40&md5=96813de6f1b019cae1f6783221060509
15th ieee international conference on program comprehension copyright		10.1109/ICPC.2007.2	https://doi.org/10.1109/ICPC.2007.2		https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4268228	
15th ieee international conference on program comprehension cover		10.1109/ICPC.2007.3	https://doi.org/10.1109/ICPC.2007.3		https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4268226	
15th ieee international conference on program comprehension icpc 2007	K. Wong	10.5555/1795908	https://doi.org/10.5555/1795908	https://dl.acm.org/doi/book/10.5555/1795908		
15th ieee international conference on program comprehension table of contents		10.1109/ICPC.2007.4	https://doi.org/10.1109/ICPC.2007.4		https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4268229	
15th ieee international conference on program comprehension title		10.1109/ICPC.2007.5	https://doi.org/10.1109/ICPC.2007.5		https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4268227	
16th ieee international conference on program comprehension [cover art]		10.1109/ICPC.2008.48	https://doi.org/10.1109/ICPC.2008.48		https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4556101	
18th ieee international conference on program comprehension [cover art]		10.1109/ICPC.2010.56	https://doi.org/10.1109/ICPC.2010.56		https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5521784	
2^kary cyclic an codes for burst error correction		10.5555/876895.880925	https://doi.org/10.5555/876895.880925	https://dl.acm.org/doi/10.5555/876895.880925		
3d visualisation of code structures in java software systems	Fronk, A., Bruckhoff, A., Kern, M.	10.1145/1148493.1148515	https://doi.org/10.1145/1148493.1148515			https://www.scopus.com/inward/record.url?eid=2-s2.0-36448987517&partnerID=40&md5=afd989103e89b0d7805bac94453596fc
3d visualization for software development	David Bonyuet, Matt Ma, Kamal Jaffrey	10.5555/1009386.1010217	https://doi.org/10.5555/1009386.1010217	https://dl.acm.org/doi/10.5555/1009386.1010217		
3d visualization of program structure and data dependence for parallelizing compilers and parallel programming	Mariko Sasakura, Satoko Kiwada, Kazuki Joe, Tsuneo Nakanishi, Keijiro Araki	10.5555/645674.663453	https://doi.org/10.5555/645674.663453	https://dl.acm.org/doi/10.5555/645674.663453		https://www.scopus.com/inward/record.url?eid=2-s2.0-84957623525&partnerID=40&md5=11713cd3223b56fa2d7c98e3db65e52f
3d visualization techniques to support slicingbased program comprehension	Juergen Rilling, S. P. Mudur	10.1016/j.cag.2005.03.007	https://doi.org/10.1016/j.cag.2005.03.007	https://dl.acm.org/doi/10.1016/j.cag.2005.03.007		https://www.scopus.com/inward/record.url?eid=2-s2.0-18844383688&partnerID=40&md5=17a5b2eb9a3b900124251671c05f1259
4th workshop on graphical documentation uml style guidelines	Steve Murphy, Scott Tilley, Shihong Huang	10.1145/1026533.1026564	https://doi.org/10.1145/1026533.1026564	https://dl.acm.org/doi/10.1145/1026533.1026564		
6th international workshop on program comprehension iwpc 98 proceedings, june 2426, 1998, ischia, italy		10.5555/580952	https://doi.org/10.5555/580952	https://dl.acm.org/doi/book/10.5555/580952		
a 3d metaphor for software production visualization	Panas, T., Berrigan, R., Grundy, J.	10.1109/IV.2003.1217996	https://doi.org/10.1109/IV.2003.1217996			https://www.scopus.com/inward/record.url?eid=2-s2.0-84943423337&partnerID=40&md5=8c26febbed81b68303eba9e1bd910769
a bottomup approach for visualizing program behavior	H. Koike, M. Aida	10.5555/832276.834302	https://doi.org/10.5555/832276.834302	https://dl.acm.org/doi/10.5555/832276.834302		
a bottomup approach to understand functional programs	Gustavo Villavicencio	10.1145/1992896.1992910	https://doi.org/10.1145/1992896.1992910	https://dl.acm.org/doi/10.1145/1992896.1992910		https://www.scopus.com/inward/record.url?eid=2-s2.0-79959822674&partnerID=40&md5=85c277eba6ab1726469c44076ab53ab5
a brief discussion on the build of program architecture in robocup 3d simulation environment	Miao, K., Zou, L., Miao, X.	10.1109/ICCSE.2012.6295235	https://doi.org/10.1109/ICCSE.2012.6295235			https://www.scopus.com/inward/record.url?eid=2-s2.0-84868157596&partnerID=40&md5=804d701f87fcb11f09c7cd6545816bd5
a brief summary of cognitive patterns for program comprehension	Adam Murray, Timothy C. Lethbridge	10.5555/1038267.1039066	https://doi.org/10.5555/1038267.1039066	https://dl.acm.org/doi/10.5555/1038267.1039066	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1374334	
a business process explorer	J. Guo; K. Foo; L. Barbour; Y. Zou	10.1145/1368088.1368227	https://doi.org/10.1145/1368088.1368227		https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4814213	
a business process explorer recovering and visualizing ecommerce business processes	Jin Guo, King Chun Foo, Liliane Barbour, Ying Zou	10.1145/1368088.1368227	https://doi.org/10.1145/1368088.1368227	https://dl.acm.org/doi/10.1145/1368088.1368227		https://www.scopus.com/inward/record.url?eid=2-s2.0-57349183025&partnerID=40&md5=4a9fb1a9ecfcd9780f1e30d5328df9d9
a cai approach to a user oriented interactive plotting systemsurips (southerns user interactive plotting system)	Dearmond, T.G.		https://doi.org/			https://www.scopus.com/inward/record.url?eid=2-s2.0-85059263220&partnerID=40&md5=10c60356e891d21d097d197a8d43430b
a case against the goto	Wulf, W.A.	10.1145/800194.805861	https://doi.org/10.1145/800194.805861			https://www.scopus.com/inward/record.url?eid=2-s2.0-84983966070&partnerID=40&md5=31557942de04e4d4efd4e2544de03350
a case for concept programs	Schauer, R., Keller, R.K.	10.1109/ICPC.2009.5090053	https://doi.org/10.1109/ICPC.2009.5090053			https://www.scopus.com/inward/record.url?eid=2-s2.0-70349983591&partnerID=40&md5=6b0dd85014179abdc1b62c15d5d617e8
a case study implementing features using aspectj	Kästner, C., Apel, S., Batory, D.	10.1109/SPLINE.2007.4339271	https://doi.org/10.1109/SPLINE.2007.4339271			https://www.scopus.com/inward/record.url?eid=2-s2.0-42549128483&partnerID=40&md5=24bc5bc39a4100591a8210e394cc1ac6
a case study in evaluating the usefulness of the runtime structure during coding tasks	Abi-Antoun, M., Ammar, N.	10.1145/1938595.1938597	https://doi.org/10.1145/1938595.1938597			https://www.scopus.com/inward/record.url?eid=2-s2.0-85114063722&partnerID=40&md5=1ea9630a544852802f1fc65ca715c360
a case study of applying an eclectic approach to identify objects in code	G. Canfora, A. Cimitile, A. de Lucia, G. A.  Di Lucca	10.5555/520033.858241	https://doi.org/10.5555/520033.858241	https://dl.acm.org/doi/10.5555/520033.858241		
a case study of domainbased program understanding	Richard Clayton, Spencer Rugaber, Lyman Taylor, Linda Wills	10.5555/523511.837863	https://doi.org/10.5555/523511.837863	https://dl.acm.org/doi/10.5555/523511.837863	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=601273	
a case study of program comprehension effort and technical debt estimations	V. Singh; L. L. Pollock; W. Snipes; N. A. Kraft	10.1109/ICPC.2016.7503710	https://doi.org/10.1109/ICPC.2016.7503710		https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7503710	https://www.scopus.com/inward/record.url?eid=2-s2.0-84979740214&partnerID=40&md5=64dec1284a86ef0e2e17349f40f7d5b8
a casebased reasoning method for processing model recognition and reuse in program comprehension	J. Qian; H. Chen; Y. Ding; F. Qi	10.1109/ICCIAS.2006.294101	https://doi.org/10.1109/ICCIAS.2006.294101		https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4072054	https://www.scopus.com/inward/record.url?eid=2-s2.0-38549132298&partnerID=40&md5=b42995da455b7f3b7e7048bbded696dd
a categorization of classes based on the visualization of their internal structure the class blueprint	Lanza, M., Ducasse, S.	10.1145/504311.504304	https://doi.org/10.1145/504311.504304			https://www.scopus.com/inward/record.url?eid=2-s2.0-85062209554&partnerID=40&md5=b3a169c56fda1f2ad130a5b30cc4f2ce
a characterization methodology for parallel systems benchmarks	Cremonesi, P., Muttoni, L., Serazzi, G.		https://doi.org/			https://www.scopus.com/inward/record.url?eid=2-s2.0-85132995457&partnerID=40&md5=e82b0b2a7935dfe5cc151b12a9762e04
a clichebased environment to support architectural reverse engineering	Roberto Fiutem, Paolo Tonella, Giuliano Antoniol, Ettore Merlo	10.5555/645544.655857	https://doi.org/10.5555/645544.655857	https://dl.acm.org/doi/10.5555/645544.655857		
a coding scheme to support systematic analysis of software comprehension	Anneliese von Mayrhauser, Stephen Lang	10.1109/32.799950	https://doi.org/10.1109/32.799950	https://dl.acm.org/doi/10.1109/32.799950		https://www.scopus.com/inward/record.url?eid=2-s2.0-0033161828&partnerID=40&md5=1d1ea0d752ee5cd54c39b1603842501f
a coding theoretical approach to predict sequence changes in h5n1 influenza a virus hemagglutinin	Keiko Sato, Toshihide Hara, Masanori Ohya	10.5220/0005659701590167	https://doi.org/10.5220/0005659701590167	https://dl.acm.org/doi/10.5220/0005659701590167		
a cognitive approach to program understanding	K. Bertels; P. Vanneste; C. De Backer	10.1109/WCRE.1993.287784	https://doi.org/10.1109/WCRE.1993.287784		https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=287784	https://www.scopus.com/inward/record.url?eid=2-s2.0-33747352555&partnerID=40&md5=644373e369b7967c3d35274f6e032aba
a cognitive model for program comprehension	Shaochun Xu	10.5555/1105925.1106210	https://doi.org/10.5555/1105925.1106210	https://dl.acm.org/doi/10.5555/1105925.1106210	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1563188	
a collaborative demonstration of reverse engineering tools	Margaret-Anne D. Storey, Susan Elliott Sim, Kenny Wong	10.1145/568235.568238	https://doi.org/10.1145/568235.568238	https://dl.acm.org/doi/10.1145/568235.568238		
a comment analysis approach for program comprehension	Jose Luis Freitas, Daniela da Cruz, Pedro Rangel Henriques	10.1109/SEW.2012.8	https://doi.org/10.1109/SEW.2012.8	https://dl.acm.org/doi/10.1109/SEW.2012.8	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6479798	https://www.scopus.com/inward/record.url?eid=2-s2.0-84876129126&partnerID=40&md5=8f95b68db025cb1297852aaeecbc2f43
a commenting system to improve program readability	Michele Fletcher, Bobby Morrison, Robert Riser	10.1145/503896.503943	https://doi.org/10.1145/503896.503943	https://dl.acm.org/doi/10.1145/503896.503943		
a comparative study of free selfexplanations and socratic tutoring explanations for source code comprehension	Lasang Jimba Tamang, Zeyad Alshaikh, Nisrine Ait Khayi, Priti Oli, Vasile Rus	10.1145/3408877.3432423	https://doi.org/10.1145/3408877.3432423	https://dl.acm.org/doi/10.1145/3408877.3432423		https://www.scopus.com/inward/record.url?eid=2-s2.0-85103308452&partnerID=40&md5=23c8aef547396a858c92e9d50e969444
a comparison of different types of learning activities in a mobile python tutor	Fabic, G.V.F., Mitrovic, A., Neshatian, K.		https://doi.org/			https://www.scopus.com/inward/record.url?eid=2-s2.0-85051490833&partnerID=40&md5=2c9e9f35076ea66b2ecf548568963f4e
a comparison of multilevel break and next statements	Baker, B.S., Kosaraju, S.R.	10.1145/322139.322151	https://doi.org/10.1145/322139.322151			https://www.scopus.com/inward/record.url?eid=2-s2.0-0018492078&partnerID=40&md5=d92102e3ea51b91e3db357e441d7101d
a comparison of program comprehension by procedural and objectoriented programmers	Cynthia L. Corritore, Susan Wiedenbeck	10.5555/924672	https://doi.org/10.5555/924672	https://dl.acm.org/doi/book/10.5555/924672		
a comparison of program comprehension strategies by blind and sighted programmers	Ameer Armaly, Paige Rodeghero, Collin McMillan	10.1109/TSE.2017.2729548	https://doi.org/10.1109/TSE.2017.2729548	https://dl.acm.org/doi/10.1109/TSE.2017.2729548	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7987041	https://www.scopus.com/inward/record.url?eid=2-s2.0-85028923677&partnerID=40&md5=66d7f302bcc8f720d5b90dd2265132ad
a comparison of program readability of c++ and c		10.5555/115353.115356	https://doi.org/10.5555/115353.115356	https://dl.acm.org/doi/10.5555/115353.115356		
a comparison of some structural testing strategies	Ntafos, S.C.	10.1109/32.6165	https://doi.org/10.1109/32.6165			https://www.scopus.com/inward/record.url?eid=2-s2.0-0024032819&partnerID=40&md5=cdabcf1ae3c48b0e4c52660f78343515
a comprehensive model for code readability	Simone Scalabrino, Mario Linares‐Vásquez, Rocco Oliveto, Denys Poshyvanyk	10.1002/smr.1958	https://doi.org/10.1002/smr.1958	https://dl.acm.org/doi/10.1002/smr.1958		https://www.scopus.com/inward/record.url?eid=2-s2.0-85048492684&partnerID=40&md5=669d3dff79b6d6d3b32c8b696d17301d
a comprehensive review on software comprehension models	Fekete, A., Porkoláb, Z.	10.33039/ami.2020.07.007	https://doi.org/10.33039/ami.2020.07.007			https://www.scopus.com/inward/record.url?eid=2-s2.0-85088566954&partnerID=40&md5=9f67f2ecef58db5a03d08d9a5ff6e47a
a conceptual framework for application comprehension	Venkat N. Gudivada, Jagadeesh Nandigam, Jay Bhuyan	10.1109/ITNG.2008.1	https://doi.org/10.1109/ITNG.2008.1	https://dl.acm.org/doi/10.1109/ITNG.2008.1	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4492526	
a concern visualization approach for improving matlab and octave program comprehension	Ivan De M. Lessa, Glauco De F. Carneiro, Miguel P. Monteiro, Fernando Brito e. Abreu	10.5555/2866596.2867046	https://doi.org/10.5555/2866596.2867046	https://dl.acm.org/doi/10.5555/2866596.2867046	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7328017	https://www.scopus.com/inward/record.url?eid=2-s2.0-84962217937&partnerID=40&md5=82100eb90806d59e65b8825f4d3cc64a
a connotational theory of program structure	James S. Royer	10.5555/31024	https://doi.org/10.5555/31024	https://dl.acm.org/doi/book/10.5555/31024		
a connotational theory of program structure (numberings, recursion, computation)	James Samuel Royer	10.5555/911694	https://doi.org/10.5555/911694	https://dl.acm.org/doi/book/10.5555/911694		
a contextdriven software comprehension process model	Wen Jun Meng, Juergen Rilling, Yonggang Zhang, Rene Witte, Sudhir Mudur, Philippe Charland	10.1109/SOFTWARE-EVOLVABILITY.2006.1	https://doi.org/10.1109/SOFTWARE-EVOLVABILITY.2006.1	https://dl.acm.org/doi/10.1109/SOFTWARE-EVOLVABILITY.2006.1	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4032448	https://www.scopus.com/inward/record.url?eid=2-s2.0-38949198280&partnerID=40&md5=5af617b3cce26b9d62df083029642c1b
a contribution to program comprehension by program analysis application to numerical programs	Y. Ait-Ameur	10.5555/786767.786824	https://doi.org/10.5555/786767.786824	https://dl.acm.org/doi/10.5555/786767.786824	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=632833	
a controlled experiment for program comprehension through trace visualization	Bas Cornelissen, Andy Zaidman, Arie van Deursen	10.1109/TSE.2010.47	https://doi.org/10.1109/TSE.2010.47	https://dl.acm.org/doi/10.1109/TSE.2010.47	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5441291	https://www.scopus.com/inward/record.url?eid=2-s2.0-79957818771&partnerID=40&md5=14bb90e62fa7a5ac46116cf599d0cf4f
a controlled experiment in assessing and estimating software maintenance tasks	Nguyen, V., Boehm, B., Danphitsanuphan, P.	10.1016/j.infsof.2010.11.003	https://doi.org/10.1016/j.infsof.2010.11.003			https://www.scopus.com/inward/record.url?eid=2-s2.0-79953722810&partnerID=40&md5=b85932707bc481fbc582f75c91c4c59c
a controlled experiment template for evaluating the understandability of model transformation languages	Kramer, M.E., Hinkel, G., Klare, H., Langhammer, M., Burger, E.		https://doi.org/			https://www.scopus.com/inward/record.url?eid=2-s2.0-85016294213&partnerID=40&md5=f05c03e3e698822c48ff65da68c91593
a cooperative program understanding environment	Alex Quilici, David N. Chin	10.1109/KBSE.1994.342670	https://doi.org/10.1109/KBSE.1994.342670	https://dl.acm.org/doi/10.1109/KBSE.1994.342670	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=342670	
a data mining approach for detecting higherlevel clones in software	Basit, H.A., Jarzabek, S.	10.1109/TSE.2009.16	https://doi.org/10.1109/TSE.2009.16			https://www.scopus.com/inward/record.url?eid=2-s2.0-69049086133&partnerID=40&md5=e13af16828ec83168718bda6645e6344
a data set of program invariants and error paths	Dirk Beyer	10.1109/MSR.2019.00026	https://doi.org/10.1109/MSR.2019.00026	https://dl.acm.org/doi/10.1109/MSR.2019.00026	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8816801	https://www.scopus.com/inward/record.url?eid=2-s2.0-85072347085&partnerID=40&md5=7c26373fd9d9086d7db1bb57ec2f92b0
a debugging scheme for declarative equation based modeling languages	Bunus, P., Fritzson, P.	10.1007/3-540-45587-6_18	https://doi.org/10.1007/3-540-45587-6_18			https://www.scopus.com/inward/record.url?eid=2-s2.0-84947218865&partnerID=40&md5=094ef6629b6759d2b22a880a061e414d
a decision tree approach for design patterns detection by subgraph isomorphism	Pande, A., Gupta, M., Tripathi, A.K.	10.1007/978-3-642-15766-0_95	https://doi.org/10.1007/978-3-642-15766-0_95			https://www.scopus.com/inward/record.url?eid=2-s2.0-84857346406&partnerID=40&md5=b7fdb294b13b9241483873d7f6058bcf
a declarative programming paradigm and the development of knowledge mining agents	Kerdprasop, N., Kerdprasop, K.		https://doi.org/			https://www.scopus.com/inward/record.url?eid=2-s2.0-58449091526&partnerID=40&md5=0aa407eebb0b7886d71824be7d179c1c
a deeper analysis of aoi coverage in code reading	Teresa Busjahn, Sascha Tamm	10.1145/3448018.3457422	https://doi.org/10.1145/3448018.3457422	https://dl.acm.org/doi/10.1145/3448018.3457422		https://www.scopus.com/inward/record.url?eid=2-s2.0-85107570417&partnerID=40&md5=1f77654d8f7cde433e0359fffecf91f4
a demanddriven approach to slicing legacy cobol systems	Hajnal, Á., Forgács, I.	10.1002/smr.533	https://doi.org/10.1002/smr.533			https://www.scopus.com/inward/record.url?eid=2-s2.0-84863322306&partnerID=40&md5=47b6b98d59ca5bca3dd1c93593591fb3
a demonstration of codebreaker a machine interpretable knowledge graph for code	Abdelaziz, I., Srinivas, K., Dolby, J., McCusker, J.P.		https://doi.org/			https://www.scopus.com/inward/record.url?eid=2-s2.0-85096233087&partnerID=40&md5=216847069b28a16550f0d40c42e37979
a design for controller area network bus realtime monitoring system	Piao, C.-H., Chen, L., Cao, J.	10.1109/ICCSNT.2011.6182276	https://doi.org/10.1109/ICCSNT.2011.6182276			https://www.scopus.com/inward/record.url?eid=2-s2.0-84860623579&partnerID=40&md5=6b70aaa4ad1c591d7c569635793f2226
a design of enhanced space time block codes in mimo wireless systems	Li, D., Shi, H., Cheng, W.	10.1109/ICEIT.2010.5608440	https://doi.org/10.1109/ICEIT.2010.5608440			https://www.scopus.com/inward/record.url?eid=2-s2.0-78649915355&partnerID=40&md5=d168d98c1e4eafb2ba915772e85bfd49
a diagnosisbased approach to software comprehension	Alexandre Perez, Rui Abreu	10.1145/2597008.2597151	https://doi.org/10.1145/2597008.2597151	https://dl.acm.org/doi/10.1145/2597008.2597151		https://www.scopus.com/inward/record.url?eid=2-s2.0-84921022387&partnerID=40&md5=df2a6f521aca45da4cfd23aa3c64c426
a diversified feature extraction approach for program similarity analysis	Wang, Y., Jin, D., Gong, Y.	10.1145/3305160.3305189	https://doi.org/10.1145/3305160.3305189			https://www.scopus.com/inward/record.url?eid=2-s2.0-85063571068&partnerID=40&md5=0d803a69e9dd3b76c05e2f703f93cb14
a doc2vecbased assessment of comments and its application to changeprone method analysis	Aman, H., Amasaki, S., Yokogawa, T., Kawahara, M.	10.1109/APSEC.2018.00082	https://doi.org/10.1109/APSEC.2018.00082			https://www.scopus.com/inward/record.url?eid=2-s2.0-85066778074&partnerID=40&md5=ffc0e58b35dfc15bd5ce4d197289d4de
a documentation suite for maintenance programmers	Frank A. Cioch, Michael Palazzolo, Scott Lohrer	10.5555/645544.655870	https://doi.org/10.5555/645544.655870	https://dl.acm.org/doi/10.5555/645544.655870		
a documentationrelated approach to objectoriented program understanding	L. H. Etzkorn; C. G. Davis	10.1109/WPC.1994.341247	https://doi.org/10.1109/WPC.1994.341247		https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=341247	
a dynamic analysis for revealing object ownership and sharing	Rayside, D., Mendel, L., Jackson, D.	10.1145/1138912.1138924	https://doi.org/10.1145/1138912.1138924			https://www.scopus.com/inward/record.url?eid=2-s2.0-77953565948&partnerID=40&md5=bac1dc36912cb4e15f50b9d9bec771d2
a dynamic analysis technique to extract symptoms that suggest side effects in framework applications	Izuru Kume, Naoya Nitta, Masahide Nakamura, Etsuya Shibayama	10.1145/2554850.2555123	https://doi.org/10.1145/2554850.2555123	https://dl.acm.org/doi/10.1145/2554850.2555123		https://www.scopus.com/inward/record.url?eid=2-s2.0-84905656811&partnerID=40&md5=b70a01f9b1da6ead1989b77ef39e0119
a dynamic graphbased visualization for spreadsheets	Kankuzi, B., Ayalew, Y.		https://doi.org/			https://www.scopus.com/inward/record.url?eid=2-s2.0-62949185717&partnerID=40&md5=e69f65cf258570d53ce510e4eb31869a
a family of experiments to assess the effectiveness and efficiency of source code obfuscation techniques	Mariano Ceccato, Massimiliano Penta, Paolo Falcarin, Filippo Ricca, Marco Torchiano, Paolo Tonella	10.1007/s10664-013-9248-x	https://doi.org/10.1007/s10664-013-9248-x	https://dl.acm.org/doi/10.1007/s10664-013-9248-x		https://www.scopus.com/inward/record.url?eid=2-s2.0-84901823031&partnerID=40&md5=7d38d6d288ade03117bb12b8e35636a3
a fast automationbased method for detecting anomalous program behaviors	Sekar, R., Bendre, M., Dhurjati, D., Bollineni, P.		https://doi.org/			https://www.scopus.com/inward/record.url?eid=2-s2.0-0034829697&partnerID=40&md5=7fff1f12cf6a7cdac267d034072e3ff1
a fastdecodable code structure for linear dispersion codes	X. G. Dai, S. W. Cheung, T. I. Yuk	10.1109/TWC.2009.080841	https://doi.org/10.1109/TWC.2009.080841	https://dl.acm.org/doi/10.1109/TWC.2009.080841	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5285158	https://www.scopus.com/inward/record.url?eid=2-s2.0-70350331615&partnerID=40&md5=493845b8bde9dbf09495bb654cd08646
a feasibility study on using clustering algorithms in programming education research	Marzieh Ahmadzadeh, Elham Mahmoudabadi	10.1145/2380552.2380596	https://doi.org/10.1145/2380552.2380596	https://dl.acm.org/doi/10.1145/2380552.2380596		https://www.scopus.com/inward/record.url?eid=2-s2.0-84869194310&partnerID=40&md5=fbd8a126aa506cacd489bf6c97c3858e
a feature model of framework applications	Izur Kume, Masahide Nakamura, Naoya Nitta, Etsuya Shibayama	10.1109/SNPD.2013.14	https://doi.org/10.1109/SNPD.2013.14	https://dl.acm.org/doi/10.1109/SNPD.2013.14	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6598512	https://www.scopus.com/inward/record.url?eid=2-s2.0-84885981901&partnerID=40&md5=b50969b37333e8839d1f7c8c4512f600
a finegrained assessment on novice programmers gaze patterns on pseudocode problems	Obaidellah, U., Blascheck, T., Guarnera, D.T., Maletic, J.	10.1145/3379156.3391982	https://doi.org/10.1145/3379156.3391982			https://www.scopus.com/inward/record.url?eid=2-s2.0-85085739850&partnerID=40&md5=44ab1d4417866021f4952ffc0fad6a8d
a finegrained assessment on novice programmers’ gaze patterns on pseudocode problems	Unaizah Obaidellah, Tanja Blascheck, Drew T. Guarnera, Jonathan Maletic	10.1145/3379156.3391982	https://doi.org/10.1145/3379156.3391982	https://dl.acm.org/doi/10.1145/3379156.3391982		
a finite representation of the narrowing space	Nishida, N., Vidal, G.	10.1007/978-3-319-14125-1_4	https://doi.org/10.1007/978-3-319-14125-1_4			https://www.scopus.com/inward/record.url?eid=2-s2.0-84927639116&partnerID=40&md5=576a2cc0a0b2c2a10c9d8c38c898b14b
a formal framework for incremental model slicing	Taentzer, G., Kehrer, T., Pietsch, C., Kelter, U.	10.1007/978-3-319-89363-1_1	https://doi.org/10.1007/978-3-319-89363-1_1			https://www.scopus.com/inward/record.url?eid=2-s2.0-85045663203&partnerID=40&md5=a2e97baddea0482a8be5d863874e43bf
a formal framework for incremental model slicing (summary)	Taentzer, G., Kehrer, T., Pietsch, C., Kelter, U.	10.18420/se2019-45	https://doi.org/10.18420/se2019-45			https://www.scopus.com/inward/record.url?eid=2-s2.0-85072121192&partnerID=40&md5=c775da255b698161c1af18e437899983
a formalism to automate mapping from program features to code	Jean-Christophe Deprez, Arun Lakhotia	10.5555/518049.856955	https://doi.org/10.5555/518049.856955	https://dl.acm.org/doi/10.5555/518049.856955		
a formative evaluation of information retrieval techniques applied to software catalogues	Maurizio Pighin, Giorgio Brajnik	10.5555/2747477.2747533	https://doi.org/10.5555/2747477.2747533	https://dl.acm.org/doi/10.5555/2747477.2747533		
a framework for building virtual communities for education	Varlamis, I., Apostolakis, I.		https://doi.org/			https://www.scopus.com/inward/record.url?eid=2-s2.0-78649521530&partnerID=40&md5=9d0f234df7bf7bce41a24dafb1eb0c2b
